"comp","post_bugs","size","complexity","prior_changes","change_churn","prior_bugs","total","minor","major","ownership","entropy","review_rate","review_churn_rate","voters","minor_voters","major_voters","voter_ownership","self_reviews","too_quick","little_discussion","median_revspeed","mean_revspeed","median_discussion","mean_discussion","minor_wrote_no_major_revd","minor_wrote_no_owner_revd","median_voterscore","mean_voterscore","actors","minor_actors","major_actors","actor_ownership","owner_more_author","median_maxexp","mean_maxexp","median_minexp","mean_minexp","subsystem"
"qtquick1.src/doc/src/snippets/declarative/qtbinding/newelements",0,21,0.142857146938775,2,122,0,2,0,2,0.5,1,1,1,4,0,4,1,0,1,0,51.041693462765,51.041693462765,0.000682629895049433,0.000682629895049433,0,0,0,0,6,0,6,1,0,1,1,0.954545454545455,0.954545454545455,"qtquick1"
"qtquick1.src/doc/src/snippets/declarative/qtbinding/properties-cpp",0,31,0.064516132049948,2,133,0,2,0,2,0.5,1,1,1,4,0,4,1,1,1,0,51.041693462765,51.041693462765,0.000682629895049433,0.000682629895049433,0,0,0,0,6,0,6,1,0,1,1,0.954545454545455,0.954545454545455,"qtquick1"
"qtquick1.src/doc/src/snippets/declarative/qtbinding/properties-qml",0,12,0.0833333409722222,2,63,0,2,0,2,0.5,1,1,1,4,0,4,1,1,1,0,51.041693462765,51.041693462765,0.000682629895049433,0.000682629895049433,0,0,0,0,6,0,6,1,0,1,1,0.954545454545455,0.954545454545455,"qtquick1"
"qtquick1.src/doc/src/snippets/declarative/qtbinding/resources",0,8,0.1250000109375,2,59,0,2,0,2,0.5,1,1,1,4,0,4,1,1,1,0,51.041693462765,51.041693462765,0.000682629895049433,0.000682629895049433,0,0,0,0,6,0,6,1,0,1,1,0.954545454545455,0.954545454545455,"qtquick1"
"qtquick1.src/doc/src/snippets/declarative/qtbinding/signals-cpp",0,38,0.0789473708448753,2,149,0,2,0,2,0.5,1,1,1,4,0,4,1,1,1,0,51.041693462765,51.041693462765,0.000682629895049433,0.000682629895049433,0,0,0,0,6,0,6,1,0,1,1,0.954545454545455,0.954545454545455,"qtquick1"
"qtquick1.src/doc/src/snippets/declarative/qtbinding/signals-qml",0,18,0.0555555608024691,2,114,0,2,0,2,0.5,1,1,1,4,0,4,1,1,1,0,51.041693462765,51.041693462765,0.000682629895049433,0.000682629895049433,0,0,0,0,6,0,6,1,0,1,1,0.954545454545455,0.954545454545455,"qtquick1"
"qtquick1.src/doc/src/snippets/declarative/qtbinding/variantlistmap",0,15,0.0666666728888888,2,69,0,2,0,2,0.5,1,1,1,4,0,4,1,0,1,0,51.041693462765,51.041693462765,0.000682629895049433,0.000682629895049433,0,0,0,0,6,0,6,1,0,1,1,0.954545454545455,0.954545454545455,"qtquick1"
"qtquick1.src/doc/src/snippets/declarative/visualdatamodel_rootindex",0,10,0.100000009,2,64,0,2,0,2,0.5,1,1,1,4,0,4,1,1,1,0,51.041693462765,51.041693462765,0.000682629895049433,0.000682629895049433,0,0,0,0,6,0,6,1,0,1,1,0.954545454545455,0.954545454545455,"qtquick1"
"qtquick1.src/imports/folderlistmodel",0,310,0.200000000258064,2,10,0,1,0,1,1,0.982032766124667,1,1,8,0,8,1,1,0,0,86.550856868163,86.550856868163,0.00146181346693689,0.00146181346693689,11,11,0,0,22,0,22,1,0,1,1,0.909090909090909,0.940333859688698,"qtquick1"
"qtquick1.src/imports/gestures",0,178,0.162921348784876,2,10,0,1,0,1,1,0.981116597046259,1,1,8,0,8,1,1,0,0,86.550856868163,86.550856868163,0.00146181346693689,0.00146181346693689,9,9,0,0,20,0,20,1,0,1,1,0.909090909090909,0.937749933351106,"qtquick1"
"qtquick1.src/imports/particles",0,829,0.172496984418275,2,10,0,1,0,1,1,0.981469313934892,1,1,8,0,8,1,1,0,0,86.550856868163,86.550856868163,0.00146181346693689,0.00146181346693689,9,9,0,0,20,0,20,1,0,1,1,0.909090909090909,0.937749933351106,"qtquick1"
"qtquick1.src/imports/shaders",0,1130,0.209734513344271,2,38,0,1,0,1,1,0.986466294782504,1,1,8,0,8,1,1,0,0,86.550856868163,86.550856868163,0.00146181346693689,0.00146181346693689,14,14,0,0,29,0,29,1,0,1,1,0.946480938416422,0.951521260997067,"qtquick1"
"qtquick1.src/imports/shaders/scenegraph",1,271,0.140221402531284,3,10,0,2,0,2,0.666666666666667,0.977275362262037,1,1,9,0,9,1,0,0,1,101.844523470839,7254.32557124544,0.00221238938053097,0.0426412089779579,5,5,0,0.0416666666666667,17,0,17,1,0,1,1,0.909090909090909,0.939149560117302,"qtquick1"
"qtquick1.src/imports/webview",0,867,0.213379469525562,2,10,0,1,0,1,1,0.975176744093026,1,1,8,0,8,1,1,0,0,86.550856868163,86.550856868163,0.00146181346693689,0.00146181346693689,3,3,0,0,16,0,16,1,0,1,1,0.983870967741935,0.957184750733138,"qtquick1"
"qtquick1.src/plugins/platforms/uikit/examples/share/qmlapplicationviewer",0,105,0.142857143673469,1,6,0,1,0,1,1,1,1,1,2,0,2,1,1,0,0,101.844523470839,101.844523470839,0.000711237553342817,0.000711237553342817,6,6,0,0,12,0,12,1,0,1,1,0.909090909090909,0.909090909090909,"qtquick1"
"qtquick1.src/plugins/qdeclarativeview",0,78,0.179487180539119,1,4,0,1,0,1,1,1,1,1,2,0,2,1,1,0,0,101.844523470839,101.844523470839,0.000711237553342817,0.000711237553342817,4,4,0,0,11,0,11,1,0,1,1,0.909090909090909,0.945454545454545,"qtquick1"
"qtquick1.src/plugins/qmltooling/qmldbg_inspector",0,1050,0.169523809602902,1,22,0,1,0,1,1,1,1,1,2,0,2,1,1,0,0,101.844523470839,101.844523470839,0.000711237553342817,0.000711237553342817,10,10,0,0,16,0,16,1,0,1,1,0.909090909090909,0.942148760330578,"qtquick1"
"qtquick1.src/plugins/qmltooling/qmldbg_inspector/editor",0,1583,0.164245104285266,1,44,0,1,0,1,1,1,1,1,2,0,2,1,0,0,0,101.844523470839,101.844523470839,0.000711237553342817,0.000711237553342817,8,8,0,0,15,0,15,1,0,1,1,0.909090909090909,0.927500814597589,"qtquick1"
"qtquick1.src/plugins/qmltooling/qmldbg_tcp_qtquick1",0,146,0.14383561702477,1,4,0,1,0,1,1,1,1,1,2,0,2,1,1,0,0,101.844523470839,101.844523470839,0.000711237553342817,0.000711237553342817,3,3,0,0,14,0,14,1,0,1,1,0.909090909090909,0.931818181818182,"qtquick1"
"qtquick1.tools/designer/src/plugins/qdeclarativeview",0,78,0.179487180539119,1,4,0,1,0,1,1,1,1,1,2,0,2,1,1,0,0,101.844523470839,101.844523470839,0.000711237553342817,0.000711237553342817,7,7,0,0,12,0,12,1,0,1,1,0.909090909090909,0.920454545454545,"qtquick1"
"qtquick1.tools/qml",1,2568,0.202102803769389,4,58,2,2,0,2,0.75,0.990596834356269,1,1,8,0,8,1,1,0,0,50.109375,61.5679017010431,0.145833333333333,0.135594476055002,18,18,0,0,37,20,17,1,0,1,1,1,0.978400631626438,"qtquick1"
"qtquick1.tools/qmlplugindump",0,658,0.180851063954278,3,25,1,3,0,3,0.333333333333333,0.98389656188608,1,1,5,0,5,1,1,0,0,2145.20168067227,5325.58682995246,0.0588235294117647,0.0436544461312263,7,7,0,0,18,0,18,1,0,1,1,1,0.973740335910424,"qtquick1"
"qtrepotools.util/fixnonlatin1",0,103,0,1,2,0,1,0,1,1,1,1,1,2,0,2,1,1,0,1,88439,88439,0.25,0.25,5,5,0,0,8,0,8,1,0,1,1,1,1,"qtrepotools"
"qtrepotools.util/normalize",0,194,0,1,2,0,1,0,1,1,1,1,1,2,0,2,1,1,0,1,88439,88439,0.25,0.25,4,4,0,0,8,0,8,1,0,1,1,1,1,"qtrepotools"
"qtscript.examples/script/calculator",0,309,0.00323624627726982,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,404.611301369863,404.611301369863,0.00171232876712329,0.00171232876712329,4,4,0,0,9,0,9,1,0,1,1,1,1,"qtscript"
"qtscript.examples/script/context2d",0,1667,0.191961607726937,2,24,1,2,0,2,0.5,1,1,1,5,0,5,1,1,0,1,213.810114970646,213.810114970646,0.00606449771689498,0.00606449771689498,4,4,0,0,11,0,11,1,0,1,1,1,1,"qtscript"
"qtscript.examples/script/context2d/scripts",0,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"qtscript"
"qtscript.examples/script/customclass",0,354,0.169491525658336,1,10,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,404.611301369863,404.611301369863,0.00171232876712329,0.00171232876712329,5,5,0,0,10,0,10,1,0,1,1,1,1,"qtscript"
"qtscript.examples/script/defaultprototypes",0,115,0.130434783364839,1,6,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,404.611301369863,404.611301369863,0.00171232876712329,0.00171232876712329,4,4,0,0,9,0,9,1,0,1,1,1,1,"qtscript"
"qtscript.examples/script/helloscript",0,34,0.0588235321799308,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,404.611301369863,404.611301369863,0.00171232876712329,0.00171232876712329,4,4,0,0,9,0,9,1,0,1,1,1,1,"qtscript"
"qtscript.examples/script/marshal",0,47,0.191489363422363,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,404.611301369863,404.611301369863,0.00171232876712329,0.00171232876712329,4,4,0,0,9,0,9,1,0,1,1,1,1,"qtscript"
"qtscript.examples/script/qscript",0,125,0.1920000006464,2,4,1,2,0,2,0.5,1,1,1,5,0,5,1,1,0,1,378.993150684931,378.993150684931,0.250856164383562,0.250856164383562,5,5,0,0,14,0,14,1,0,1,1,1,1,"qtscript"
"qtscript.examples/script/qsdbg",0,811,0.188655980371312,1,10,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,404.611301369863,404.611301369863,0.00171232876712329,0.00171232876712329,5,5,0,0,12,0,12,1,0,1,1,1,1,"qtscript"
"qtscript.examples/script/qstetrix",0,589,0.0339558575494133,1,6,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,404.611301369863,404.611301369863,0.00171232876712329,0.00171232876712329,5,5,0,0,11,0,11,1,0,1,1,1,1,"qtscript"
"qtscript.src/3rdparty/ce-compat",0,442,0.212669683436048,1,702,1,1,0,1,1,0,1,1,8,0,8,1,0,0,0,525.959748892171,525.959748892171,0.00147710487444609,0.00147710487444609,0,0,0,0,9,0,9,1,1,1,1,1,1,"qtscript"
"qtscript.src/3rdparty/javascriptcore/JavaScriptCore",0,329,0.191489361947876,1,8,1,1,0,1,1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,1,1,1,1,1,"qtscript"
"qtscript.src/3rdparty/javascriptcore/JavaScriptCore/API",0,2145,0.229370629406556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"qtscript"
"qtscript.src/3rdparty/javascriptcore/JavaScriptCore/bytecode",0,1827,0.274220032880448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"qtscript"
"qtscript.src/3rdparty/javascriptcore/JavaScriptCore/bytecompiler",2,3358,0.254913639093064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"qtscript"
"qtscript.src/3rdparty/javascriptcore/JavaScriptCore/debugger",0,238,0.260504201991385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"qtscript"
"qtscript.src/3rdparty/javascriptcore/JavaScriptCore/generated",0,4500,0.110444444464212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"qtscript"
"qtscript.src/3rdparty/javascriptcore/JavaScriptCore/interpreter",0,2970,0.234006734032525,2,10,2,2,0,2,0.5,0,1,1,5,0,5,1,0,0,0,770.604464285714,770.604464285714,0.0885416666666667,0.0885416666666667,1,1,0,0,9,0,9,1,0,1,1,1,1,"qtscript"
"qtscript.src/3rdparty/javascriptcore/JavaScriptCore/jit",0,11,0.545454549586777,4,10,1,3,0,3,0.5,0.972765278018163,0,0,7,0,7,1,0,0,0,0,0,0,0,5,5,0,0,13,0,13,1,0,1,1,1,1,"qtscript"
"qtscript.src/3rdparty/javascriptcore/JavaScriptCore/os-win32",0,56,0.142857144387755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"qtscript"
"qtscript.src/3rdparty/javascriptcore/JavaScriptCore/parser",0,3446,0.19268717355796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"qtscript"
"qtscript.src/3rdparty/javascriptcore/JavaScriptCore/pcre",0,5924,0.164247130331461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,3,1,1,1,1,1,1,"qtscript"
"qtscript.src/3rdparty/javascriptcore/JavaScriptCore/profiler",0,726,0.323691460148252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"qtscript"
"qtscript.src/3rdparty/javascriptcore/JavaScriptCore/runtime",4,19073,0.288942484143612,4,22,1,3,0,3,0.5,0.969022255665134,1,1,7,0,7,1,0,0,0,647.834821428571,647.834821428571,0.040922619047619,0.040922619047619,10,10,0,0,26,0,26,1,0,1,1,1,1,"qtscript"
"qtscript.src/3rdparty/javascriptcore/JavaScriptCore/wtf",2,10103,0.271008611310789,3,61,2,3,0,3,0.333333333333333,1,1,1,6,0,6,1,0,0,1,197.148148148148,6344.48734567901,0.0555555555555556,0.112962962962963,12,12,0,0,28,0,28,1,0,1,1,1,1,"qtscript"
"qtscript.src/3rdparty/javascriptcore/JavaScriptCore/wtf/android",0,15,0.133333339111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"qtscript"
"qtscript.src/3rdparty/javascriptcore/JavaScriptCore/wtf/qt",0,219,0.273972603071245,2,4,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,902.097317351598,902.097317351598,0.084189497716895,0.084189497716895,0,0,0,0,5,0,5,1,1,1,1,1,1,"qtscript"
"qtscript.src/3rdparty/javascriptcore/JavaScriptCore/wtf/symbian",0,64,0.125000001367188,2,20,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,902.097317351598,902.097317351598,0.084189497716895,0.084189497716895,1,1,0,0,7,0,7,1,0,1,1,1,1,"qtscript"
"qtscript.src/3rdparty/javascriptcore/JavaScriptCore/wtf/unicode",1,267,0.295880150076449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"qtscript"
"qtscript.src/3rdparty/javascriptcore/JavaScriptCore/wtf/unicode/glib",0,313,0.169329073747818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"qtscript"
"qtscript.src/3rdparty/javascriptcore/JavaScriptCore/wtf/unicode/icu",0,243,0.21810699620654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"qtscript"
"qtscript.src/3rdparty/javascriptcore/JavaScriptCore/wtf/unicode/qt4",0,191,0.141361256994052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,5,0,5,1,1,1,1,1,1,"qtscript"
"qtscript.src/3rdparty/javascriptcore/JavaScriptCore/wtf/unicode/wince",0,246,0.16666666700542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"qtscript"
"qtscript.src/3rdparty/javascriptcore/JavaScriptCore/wtf/wince",0,269,0.234200743779108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"qtscript"
"qtscript.src/plugins/script/qtdbus",0,364,0.162087912318108,1,4,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,404.611301369863,404.611301369863,0.00171232876712329,0.00171232876712329,7,7,0,0,15,0,15,1,0,1,1,1,1,"qtscript"
"qtscript.src/script/api",1,6887,0.203136343847784,6,194,2,4,0,4,0.333333333333333,0.987595486436521,1,1,15,0,15,1,1,0,3,268.618150684931,330.861242027252,0.0805555555555555,0.11220668442415,36,36,0,0,30,16,14,1,0,1,1,1,1,"qtscript"
"qtscript.src/script/bridge",1,4151,0.192724644683384,2,42,1,2,0,2,0.5,1,1,1,5,0,5,1,1,0,1,213.810114970646,213.810114970646,0.00606449771689498,0.00606449771689498,23,23,0,0,20,9,11,1,0,1,1,1,1,"qtscript"
"qtscript.src/script/doc/snippets/code",0,1073,0.0503261883457291,2,26,1,2,0,2,0.5,1,1,1,5,0,5,1,1,0,1,213.810114970646,213.810114970646,0.00606449771689498,0.00606449771689498,2,2,0,0,11,0,11,1,0,1,1,1,1,"qtscript"
"qtscript.src/script/doc/snippets/qtscript/evaluation",0,6,0.166666680555555,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,404.611301369863,404.611301369863,0.00171232876712329,0.00171232876712329,2,2,0,0,10,0,10,1,0,1,1,1,1,"qtscript"
"qtscript.src/script/doc/snippets/qtscript/registeringobjects",0,10,0.100000009,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,404.611301369863,404.611301369863,0.00171232876712329,0.00171232876712329,2,2,0,0,10,0,10,1,0,1,1,1,1,"qtscript"
"qtscript.src/script/doc/snippets/qtscript/registeringvalues",0,7,0.142857155102041,1,2,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,404.611301369863,404.611301369863,0.00171232876712329,0.00171232876712329,2,2,0,0,10,0,10,1,0,1,1,1,1,"qtscript"
"qtscript.src/script/parser",0,5145,0.236345966973055,1,26,0,1,0,1,1,1,1,1,4,0,4,1,1,0,1,404.611301369863,404.611301369863,0.00171232876712329,0.00171232876712329,6,6,0,0,14,0,14,1,0,1,1,1,1,"qtscript"
"qtscript.src/scripttools/debugging",1,14192,0.166502254797305,5,309,2,4,0,4,0.4,0.99885867786739,1,1,12,0,12,1,1,0,2,178.204819277108,222.971359050029,0.0104166666666667,0.0355353802686283,21,21,0,0,26,12,14,1,0,1,1,1,1,"qtscript"
"qtscript.src/scripttools/doc/snippets",0,41,0.024390246281975,1,195,0,1,0,1,1,1,1,1,4,0,4,1,0,0,0,178.204819277108,178.204819277108,0.00602409638554217,0.00602409638554217,0,0,0,0,5,0,5,1,1,1,1,1,1,"qtscript"
"qtsensors.doc/config/scripts",0,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,3,1,1,1,1,1,1,"qtsensors"
"qtsensors.examples/sensors/accelbubble",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,14,0,14,1,0,1,1,1,0.964285714285714,"qtsensors"
"qtsensors.examples/sensors/cubehouse",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,13,0,13,1,0,1,1,1,0.966984126984127,"qtsensors"
"qtsensors.examples/sensors/grue",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,10,0,10,1,0,1,1,0.928571428571429,0.928571428571429,"qtsensors"
"qtsensors.examples/sensors/grue/console_app",0,39,0.179487181591059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,12,0,12,1,0,1,1,0.977777777777778,0.934038800705467,"qtsensors"
"qtsensors.examples/sensors/grue/import",0,19,0.157894741274238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,22,0,22,1,0,1,1,1,0.957539682539682,"qtsensors"
"qtsensors.examples/sensors/grue/lib",0,45,0.222222223950617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,14,0,14,1,0,1,1,1,0.946031746031746,"qtsensors"
"qtsensors.examples/sensors/grue/plugin",0,108,0.166666667438272,1,2,0,1,0,1,1,1,1,1,2,0,2,1,1,0,0,5920.46666666667,5920.46666666667,0.0333333333333333,0.0333333333333333,13,13,0,0.0666666666666667,14,0,14,1,0,1,1,0.977777777777778,0.950899470899471,"qtsensors"
"qtsensors.examples/sensors/maze",0,265,0.00377358528159487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,11,0,11,1,0,1,1,1,0.971428571428571,"qtsensors"
"qtsensors.examples/sensors/qmlqtsensors",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,10,0,10,1,0,1,1,0.928571428571429,0.928571428571429,"qtsensors"
"qtsensors.examples/sensors/qmlsensorgestures",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,10,0,10,1,0,1,1,0.928571428571429,0.928571428571429,"qtsensors"
"qtsensors.examples/sensors/qmlsensorgestures/plugin",1,83,0.156626507040209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,14,0,14,1,0,1,1,0.965079365079365,0.942592592592593,"qtsensors"
"qtsensors.examples/sensors/sensor_explorer",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,14,0,14,1,0,1,1,0.988888888888889,0.948677248677249,"qtsensors"
"qtsensors.examples/sensors/sensor_explorer/import",0,387,0.183462532510733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,14,0,14,1,0,1,1,1,0.948051948051948,"qtsensors"
"qtsensors.examples/sensors/sensorgestures",0,116,0.146551724873662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,13,0,13,1,0,1,1,0.977777777777778,0.931569664902998,"qtsensors"
"qtsensors.examples/sensors/shakeit",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,10,0,10,1,0,1,1,0.928571428571429,0.928571428571429,"qtsensors"
"qtsensors.src/imports/sensors",2,2102,0.144624167500256,16,1291,0,4,0,4,0.8125,0.937564317250611,0.9375,0.948102246320682,6,0,6,1,7,1,0,221.844621513944,372.524819854784,0.00847457627118644,0.0442489611061328,25,25,0,0.00436046511627907,29,17,12,1,0,1,1,1,0.972186948853615,"qtsensors"
"qtsensors.src/plugins/sensorgestures/qtsensors",1,1748,0.16704805496756,1,2,0,1,0,1,1,1,1,1,2,0,2,1,1,0,0,5920.46666666667,5920.46666666667,0.0333333333333333,0.0333333333333333,43,43,0,0.0222222222222222,15,9,6,1,0,1,1,1,0.988624338624339,"qtsensors"
"qtsensors.src/plugins/sensorgestures/shake",2,160,0.125000000546875,1,1,0,1,0,1,1,0,1,1,2,0,2,1,0,0,1,268.333333333333,268.333333333333,1,1,16,16,0,0,16,0,16,1,0,1,1,1,0.960493827160494,"qtsensors"
"qtsensors.src/plugins/sensors/android/jar/src/org/qtproject/qt5/android/sensors",0,107,0.158878505458992,1,161,0,1,0,1,1,1,1,1,2,0,2,1,0,0,0,75.5912914558288,75.5912914558288,0.000741289844329133,0.000741289844329133,0,0,0,0,3,0,3,1,1,1,1,1,1,"qtsensors"
"qtsensors.src/plugins/sensors/android/src",0,428,0.20093457962595,2,1164,0,1,0,1,1,0.981066730951893,1,1,4,0,4,1,0,0,0,1857.78314572791,1857.78314572791,0.0503706449221646,0.0503706449221646,0,0,0,0,5,0,5,1,1,1,1,1,1,"qtsensors"
"qtsensors.src/plugins/sensors/blackberry",0,1229,0.170056956943038,16,572,1,3,0,3,0.75,0.942593382767846,0.875,0.993006993006993,6,0,6,1,5,0,2,345.889921613905,2424.17418881801,0.00658860808408687,0.0511159187110228,7,8,0,0.0203488372093023,22,11,11,1,0,1,1,1,0.986655592469546,"qtsensors"
"qtsensors.src/plugins/sensors/dummy",0,125,0.1520000006784,3,4,2,3,0,3,0.333333333333333,1,1,1,4,0,4,1,1,0,0,1630.05357142857,2698.84007936508,0.0714285714285714,0.201587301587302,9,9,0,0.0512820512820513,16,0,16,1,0,1,1,0.952380952380952,0.926984126984127,"qtsensors"
"qtsensors.src/plugins/sensors/generic",0,335,0.188059701734908,11,120,2,4,0,4,0.545454545454545,0.961671286603544,1,1,7,0,7,1,3,1,3,2099.22222222222,16563.8056151134,0.0555555555555556,0.255971167104566,8,10,0,0.0355731225296443,19,7,12,1,0,1,1,0.977777777777778,0.956314699792961,"qtsensors"
"qtsensors.src/plugins/sensors/ios",0,81,0.0493827172229843,14,595,0,2,0,2,0.928571428571429,0.962339000976252,0.5,0.707563025210084,5,0,5,1,1,0,0,281.454648526077,2046.65535353084,0.0136986301369863,0.0534502450686733,0,0,0,0,6,0,6,1,0,1,1,1,1,"qtsensors"
"qtsensors.src/plugins/sensors/linux",0,136,0.183823530011894,2,3,1,2,0,2,0.5,1,1,1,3,0,3,1,1,0,0,3233.23333333333,3233.23333333333,0.266666666666667,0.266666666666667,1,1,0.5,0.357142857142857,14,0,14,1,0,1,1,1,0.972789115646258,"qtsensors"
"qtsensors.src/plugins/sensors/sensorfw",21,856,0.193925233739027,2,2345,0,1,0,1,1,1,1,1,4,0,4,1,2,1,0,329.023705265187,329.023705265187,0.00791160593792173,0.00791160593792173,0,0,0,0,5,0,5,1,1,1,1,1,1,"qtsensors"
"qtsensors.src/plugins/sensors/simulator",0,675,0.137777777905514,1,2,0,1,0,1,1,1,1,1,2,0,2,1,1,0,0,5920.46666666667,5920.46666666667,0.0333333333333333,0.0333333333333333,18,18,0,0.0952380952380952,14,5,9,0.952380952380952,0,0.952380952380952,0.962396069538927,0.952380952380952,0.904761904761905,"qtsensors"
"qtsensors.src/sensors",0,2536,0.141561514229434,27,2525,5,7,4,3,0.703703703703704,0.966445297769675,0.962962962962963,0.984554455445545,10,5,5,1,10,2,6,325.132588641517,3858.54520589443,0.0165300546448087,0.0795507755840662,56,56,0,0.00987654320987654,33,21,12,0.977777777777778,0,1,0.982751322751323,0.977777777777778,0.956428571428571,"qtsensors"
"qtsensors.src/sensors/doc/snippets/sensorgestures",0,86,0.174418605611141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,3,1,1,1,1,0.977777777777778,0.977777777777778,"qtsensors"
"qtsensors.src/sensors/doc/snippets/sensors",0,59,0.16949152683137,2,18,0,2,0,2,0.5,1,1,1,4,0,4,1,1,0,1,3130.86464646465,3130.86464646465,0.0318181818181818,0.0318181818181818,1,1,0,0.166666666666667,6,0,6,1,0,1,1,0.977777777777778,0.969312169312169,"qtsensors"
"qtsensors.src/sensors/gestures",0,517,0.162475822212287,5,26,1,4,0,4,0.4,0.983072868669177,1,1,3,0,3,1,1,1,2,497.9375,9969.59965426185,0.05,0.216042741341194,39,39,0,0,26,18,8,1,0,1,1,1,0.977037037037037,"qtsensors"
"qtserialport.examples/serialport/blockingmaster",1,237,0.109704641725863,1,538,1,1,0,1,1,0,1,1,4,0,4,1,1,1,0,2.59432102398117,2.59432102398117,0.000343288705801579,0.000343288705801579,0,0,0,0,5,0,5,1,1,1,1,1,1,"qtserialport"
